filename,Food_Description,inverse_cook,clean_description,clean_inv_cook,F1_score,ingred_parsed_from,multi_codes,food_count,Occ_Name,food_count_groups,coffee_tea_count
f2437cd1401c9784be4e55fd719b.jpeg,"Avocado, raw, Bread, sprouted wheat, Olives, black, Cheese, goat","['egg', 'mayonnaise', 'cheese', 'mustard', 'olive']","{'cheese', 'olive', 'bread', 'wheat', 'avocado'}","{'cheese', 'olive', 'mayonnaise', 'egg', 'mustard'}",0.4000000000000001,FNDDS1718,"63105010, 51300300, 75510020, 14104700",4,Breakfast,4+,0.0
073062b545edb2853c734215efbc.jpeg,"Rice pilaf, Falafel","['onion', 'pepper', 'oil', 'salt', 'beef', 'garlic']","{'rice', 'falafel'}","{'oil', 'garlic', 'pepper', 'salt', 'onion', 'beef'}",0.0,FNDDS1718,"58162310, 41209000",2,Dinner,2-3,0.0
9727a78d404eafd3a8bee8a7bbb2.jpeg,"Ice cream, regular, flavors other than chocolate, Chocolate syrup, thin type","['chocolate', 'butter', 'sugar', 'milk', 'cheese', 'cocoa', 'extract']","{'chocolate', 'flavor', 'syrup', 'cream', 'ice'}","{'chocolate', 'cheese', 'butter', 'extract', 'milk', 'sugar', 'cocoa'}",0.16666666666666666,FNDDS1718,"13110100, 91301080",2,Snack,2-3,0.0
649a4edd40aa8065de376d1ddef3.jpeg,"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce, Pumpkin, cooked, from fresh, fat not added in cooking, Mushrooms, cooked, from fresh, made with butter","['carrot', 'onion', 'water', 'potato', 'pepper', 'stock', 'salt', 'broth', 'clove']","{'broccoli', 'pumpkin', 'butter', 'soy', 'vegetable', 'mushroom', 'tofu', 'potato', 'green', 'carrot'}","{'pepper', 'clove', 'potato', 'salt', 'onion', 'carrot', 'stock', 'broth'}",0.22222222222222224,FNDDS1718,"41812500, 73201011, 75219034",3,Lunch,2-3,0.0
8824631448b281d8f9882f21d659.jpeg,"Mixed salad greens, raw, Mixed salad greens, raw, Pepper, sweet, green, raw, Carrots, raw, Mushrooms, raw, Radish, raw, Italian dressing, light","['chicken', 'pepper', 'oil', 'soy_sauce', 'carrot']","{'salad', 'mushroom', 'pepper', 'radish', 'green', 'carrot'}","{'oil', 'soysauce', 'pepper', 'chicken', 'carrot'}",0.3636363636363636,FNDDS1718,"75114000, 75114000, 75122100, 73101010, 75115000, 75125000, 83205450",7,Dinner,4+,0.0
34a9830f4afc8088559025d67fb0.jpeg,"Coffee, brewed, Milk, whole","['cream', 'coffee', 'milk', 'sugar']","{'coffee', 'milk'}","{'coffee', 'milk', 'cream', 'sugar'}",0.6666666666666666,FNDDS1718,"92101000, 11111000",2,Breakfast,2-3,1.0
273a840a42dd8debf11e25a93aa4.jpeg,"Squash, summer, yellow or green, cooked, NS as to form, made with oil, Squash, summer, yellow or green, cooked, NS as to form, made with oil, Cheese, Parmesan, hard","['oil', 'salt', 'zucchini', 'pepper']","{'squash', 'cheese', 'parmesan', 'oil', 'green'}","{'zucchini', 'pepper', 'oil', 'salt'}",0.22222222222222224,FNDDS1718,"75233024, 75233024, 14108020",3,Breakfast,2-3,0.0
772348a9491fa5176920c2c8dccd.jpeg,"Egg omelet or scrambled egg, with cheese, made with oil","['cheese', 'pepper', 'milk', 'salt', 'butter', 'flour']","{'cheese', 'oil', 'omelet', 'egg'}","{'cheese', 'butter', 'pepper', 'milk', 'flour', 'salt'}",0.2,FNDDS1718,32130110,1,Dinner,1,0.0
0ec775544a3bbab5cf27d094c06d.jpeg,"Cookie, molasses, sugars, granulated, molasses, margarine, regular, 80% fat, composite, stick, without salt, vinegar, distilled, salt, table, milk, fluid, 1% fat, without added vitamin a and vitamin d, leavening agents, baking soda, wheat flour, white, all-purpose, unenriched","['sugar', 'flour', 'egg', 'cinnamon', 'baking_soda', 'salt', 'butter', 'ginger', 'nutmeg', 'molasses', 'clove', 'baking_powder']","{'butter', 'molasses', 'milk', 'sugar', 'flour', 'salt', 'vinegar'}","{'nutmeg', 'butter', 'ginger', 'molasses', 'egg', 'cinnamon', 'sugar', 'clove', 'flour', 'bakingpowder', 'salt', 'bakingsoda'}",0.5263157894736842,BFDB,53230000,1,Breakfast,1,0.0
a69da26347fd97e27f253fe19041.jpeg,"Corn dog, frankfurter or hot dog with cornbread coating, Tomato catsup","['sugar', 'cinnamon', 'apple']","{'cornmeal', 'tomato', 'frankfurter', 'sugar', 'salt', 'onion', 'vinegar'}","{'cinnamon', 'apple', 'sugar'}",0.2,BFDB,"27560300, 74401010",2,Dinner,2-3,0.0
3a4dde2a4241bf7e1f5dc7915abf.jpeg,"Egg, whole, fried with cooking spray, Waffle, plain","['egg', 'flour', 'salt', 'baking_powder', 'milk', 'sugar', 'butter', 'oil']","{'vanilla', 'butter', 'milk', 'egg', 'sugar', 'flour', 'salt', 'buttermilk'}","{'butter', 'oil', 'milk', 'egg', 'sugar', 'flour', 'bakingpowder', 'salt'}",0.75,BFDB,"31105080, 55201000",2,Breakfast,2-3,0.0
eeb705c240f1a7757ae242fbd8b7.jpeg,"Lettuce, arugula, raw, Lettuce, Boston, raw, Mixed salad greens, raw, Mixed salad greens, raw, Mixed salad greens, raw, Chicken, NS as to part and cooking method, skin not eaten, Cheese, Parmesan, dry grated, Tomatoes, raw, Italian dressing, made with vinegar and oil","['oil', 'tomato', 'pepper', 'onion', 'salt', 'corn', 'cheese', 'lettuce', 'avocado', 'juice']","{'cheese', 'parmesan', 'salad', 'oil', 'tomato', 'lettuce', 'arugula', 'chicken', 'green', 'vinegar'}","{'cheese', 'oil', 'tomato', 'corn', 'lettuce', 'juice', 'pepper', 'salt', 'avocado', 'onion'}",0.4000000000000001,FNDDS1718,"75113080, 75113060, 75114000, 75114000, 75114000, 24100020, 14108010, 74101000, 83106000",9,Breakfast,4+,0.0
a168b715471bba590f09cc9227c2.jpeg,"Potato, french fries, restaurant, Blue or roquefort cheese dressing, Vegetable oil, NFS","['cheese', 'potato', 'sugar']","{'cheese', 'oil', 'vegetable', 'potato', 'roquefort', 'fry'}","{'cheese', 'potato', 'sugar'}",0.4444444444444444,FNDDS1718,"71401031, 83101000, 82101000",3,Dinner,2-3,0.0
5d5e84fd4c3098697a826e740e76.jpeg,"Wine, table, white","['pepper', 'paprika', 'garlic']",{'wine'},"{'garlic', 'paprika', 'pepper'}",0.0,FNDDS1718,93401020,1,Dinner,1,0.0
b4866cc344b9b4dc836f2593db46.jpeg,"Nectarine, raw, Tangerine, raw, Tomatoes, raw","['tomato', 'pepper', 'oil', 'salt']","{'tangerine', 'tomato', 'nectarine'}","{'salt', 'oil', 'pepper', 'tomato'}",0.28571428571428575,FNDDS1718,"63131010, 61125010, 74101000",3,Snack,2-3,0.0
8c8654d7401e8e0993e9a57bfe06.jpeg,"Muffin, English, Egg, whole, fried with oil","['egg', 'milk', 'sugar']","{'butter', 'oil', 'milk', 'egg', 'sugar', 'flour', 'salt'}","{'sugar', 'milk', 'egg'}",0.6,BFDB,"51186010, 31105030",2,Breakfast,2-3,0.0
81ef60604b6ab53b7333e37ec292.jpeg,"Coffee, brewed","['sugar', 'egg', 'water']",{'coffee'},"{'egg', 'sugar'}",0.0,FNDDS1718,92101000,1,Breakfast,1,1.0
7472628b48429bc0bb93d72b5cb1.jpeg,"Romaine lettuce, raw, Cheese, Cheddar, Mushrooms, raw, Onions, mature, raw, Tomatoes, raw, Creamy dressing","['cheese', 'lettuce', 'tomato', 'cream', 'onion', 'olive', 'chicken', 'pepper']","{'cheese', 'romaine', 'mushroom', 'tomato', 'lettuce', 'cheddar', 'onion'}","{'cheese', 'cream', 'tomato', 'olive', 'lettuce', 'pepper', 'chicken', 'onion'}",0.5333333333333333,FNDDS1718,"72116000, 14104100, 75115000, 75117020, 74101000, 83112500",6,Dinner,4+,0.0
734bbcf341ceb47625484ebf6336.jpeg,"Coffee, brewed, Milk, whole","['oil', 'vinegar', 'water']","{'coffee', 'milk'}","{'oil', 'vinegar'}",0.0,FNDDS1718,"92101000, 11111000",2,Breakfast,2-3,1.0
9dc7e5b44a0abdee79d8a0f3fa56.jpeg,"Yogurt, Greek, nonfat milk, plain, Banana, raw, Persimmon, raw, Pomegranate, raw","['bacon', 'cream', 'milk', 'cheese']","{'milk', 'pomegranate', 'banana', 'yogurt', 'persimmon'}","{'bacon', 'cheese', 'milk', 'cream'}",0.22222222222222224,FNDDS1718,"11411420, 63107010, 63139010, 63145010",4,Breakfast,4+,0.0
5377998944efbfb31d3ad75b80cd.jpeg,"Peach, canned, NFS","['sugar', 'salt', 'butter', 'water']",{'peach'},"{'butter', 'salt', 'sugar'}",0.0,FNDDS1718,63135150,1,Dinner,1,0.0
67fbb84d4eab89c302e4f8331220.jpeg,"Pasta with tomato-based sauce, home recipe, Bean salad, yellow and/or green string beans, Tomatoes, raw, Avocado, raw, Water, tap, Cheese, Parmesan, dry grated","['pepper', 'oil', 'pasta', 'salt', 'tomato', 'cheese', 'onion', 'clove']","{'cheese', 'parmesan', 'salad', 'tomato', 'green', 'bean', 'avocado', 'pasta'}","{'cheese', 'oil', 'tomato', 'pepper', 'clove', 'salt', 'onion', 'pasta'}",0.375,FNDDS1718,"58146222, 75302080, 74101000, 63105010, 94000100, 14108010",6,Dinner,4+,0.0
f470f5954b649c81228f7a4a481b.jpeg,"Lettuce, raw, Chickpeas, dry, cooked, made with oil, Potato, boiled, from fresh, peel not eaten, made with oil, Peppers, green, cooked, made with oil, Peppers, hot, cooked, from fresh, fat added in cooking, NS as to type of fat","['oil', 'pepper', 'pasta', 'clove', 'basil', 'salt', 'onion']","{'oil', 'lettuce', 'pepper', 'chickpea', 'potato', 'green'}","{'oil', 'pepper', 'clove', 'salt', 'onion', 'pasta', 'basil'}",0.30769230769230765,FNDDS1718,"75113000, 41302011, 71103030, 75226021, 75226111",5,Breakfast,4+,0.0
db440da6498d9517ccea2ab4ee21.jpeg,"Coffee, brewed, Milk, fat free (skim), Sugar, white, granulated or lump","['oil', 'vinegar', 'salt', 'pepper', 'mustard']","{'coffee', 'milk', 'sugar'}","{'oil', 'pepper', 'mustard', 'salt', 'vinegar'}",0.0,FNDDS1718,"92101000, 11113000, 91101010",3,Breakfast,2-3,1.0
0cb6c0dd47648a95c21ac24c396e.jpeg,"Lettuce, Boston, raw, Cheese, NFS, Avocado, raw, Italian dressing, made with vinegar and oil, Beets, cooked, from canned, fat added in cooking, NS as to type of fat","['pepper', 'chicken', 'oil', 'avocado', 'juice', 'lettuce', 'salt', 'onion']","{'cheese', 'oil', 'lettuce', 'avocado', 'beet', 'vinegar'}","{'oil', 'lettuce', 'juice', 'pepper', 'chicken', 'salt', 'avocado', 'onion'}",0.42857142857142855,FNDDS1718,"75113060, 14010000, 63105010, 83106000, 75208023",5,Dinner,4+,0.0
aa8e8bcb4634850f691f7c8f6dae.jpeg,"Egg omelet or scrambled egg, made without fat, Tomatoes, raw, Mushrooms, cooked, from fresh, fat not added in cooking, Onions, cooked, from fresh, fat not added in cooking, Garlic, cooked, Olive oil, Peppers, hot, cooked, from fresh, fat not added in cooking","['onion', 'pepper', 'oil', 'tomato', 'clove', 'rice', 'carrot']","{'oil', 'tomato', 'mushroom', 'olive', 'garlic', 'pepper', 'egg', 'onion', 'omelet'}","{'oil', 'tomato', 'rice', 'pepper', 'clove', 'onion', 'carrot'}",0.5,FNDDS1718,"32130070, 74101000, 75219011, 75221011, 75217400, 82104000, 75226101",7,Breakfast,4+,0.0
e731e7c149c19f6ed48052d95fd1.jpeg,"Tortilla, corn, Chicken, NS as to part and cooking method, NS as to skin eaten, Cheese, Cheddar, Enchilada sauce, red","['cheese', 'onion', 'pepper', 'beef', 'salt', 'egg']","{'cheese', 'chicken', 'flour', 'corn'}","{'cheese', 'pepper', 'egg', 'salt', 'onion', 'beef'}",0.2,BFDB,"52215100, 24100000, 14104100, 74402250",4,Dinner,4+,0.0
337c26d04f3e8bdeaf84cf2e9b50.jpeg,"Oatmeal, regular or quick, made with milk, fat not added in cooking, Banana, raw, Sunflower seeds, plain, unsalted, Milk, low fat (1%), Chia seeds","['banana', 'milk', 'extract', 'oats', 'coconut', 'salt']","{'oatmeal', 'milk', 'seed', 'banana', 'chia'}","{'extract', 'coconut', 'milk', 'salt', 'banana', 'oat'}",0.3636363636363636,FNDDS1718,"56203066, 63107010, 43102000, 11112210, 43108010",5,Breakfast,4+,0.0
903282c5488bb1bc77361849bad4.jpeg,"Oatmeal, regular or quick, made with water, fat not added in cooking, Walnuts, Cereal, granola, Mixed seeds, Almond milk, unsweetened","['cheese', 'salt', 'rice', 'pepper', 'milk', 'oil', 'onion', 'cream']","{'oatmeal', 'milk', 'cereal', 'granola', 'walnut'}","{'cheese', 'oil', 'cream', 'rice', 'pepper', 'milk', 'salt', 'onion'}",0.15384615384615385,BFDB,"56203056, 42116050, 57227000, 43107000, 11350020",5,Breakfast,4+,0.0
19f690df44ad955b75fbba886353.jpeg,"Cereal (Post Honey Bunches of Oats Honey Roasted), Milk, reduced fat (2%), Banana, raw","['banana', 'milk', 'sugar']","{'bunch', 'milk', 'honey', 'banana', 'oat', 'cereal'}","{'milk', 'banana', 'sugar'}",0.4444444444444444,FNDDS1718,"57237100, 11112110, 63107010",3,Breakfast,2-3,0.0
5d2a49a748dc82f9a98db0bfb572.jpeg,Raisins,"['water', 'milk']",{'raisin'},{'milk'},0.0,FNDDS1718,62125100,1,Snack,1,0.0
3efd99d14dd187d5c587ace0fe0c.jpeg,"Oatmeal, regular or quick, made with water, fat not added in cooking","['oats', 'cinnamon', 'salt', 'milk', 'sugar']",{'oatmeal'},"{'milk', 'sugar', 'cinnamon', 'salt', 'oat'}",0.0,FNDDS1718,56203056,1,Breakfast,1,0.0
1c5866b343c79fb53fe6d3bfe724.jpeg,"Wine, table, red","['sugar', 'flour', 'egg', 'baking_soda', 'salt', 'butter', 'ginger', 'molasses', 'cinnamon']",{'wine'},"{'butter', 'ginger', 'molasses', 'egg', 'sugar', 'cinnamon', 'flour', 'salt', 'bakingsoda'}",0.0,FNDDS1718,93401010,1,Dinner,1,0.0
a302ddd443c59572d29676d32fe6.jpeg,"Coffee, brewed","['sugar', 'water', 'coffee']",{'coffee'},"{'coffee', 'sugar'}",0.6666666666666666,FNDDS1718,92101000,1,Drink,1,1.0
